"HR_per_doubling","lower","upper","p_overall_linear","p_overall_spline","p_nonlinearity","HR_at_15_mg_g","lower_at_15_mg_g","upper_at_15_mg_g","HR_at_30_mg_g","lower_at_30_mg_g","upper_at_30_mg_g","knot_1_mg_g","knot_2_mg_g","knot_3_mg_g","knot_4_mg_g"
1.1865493553064,1.15532761620433,1.21861483516122,2.99196393794769e-36,1.18079395532722e-22,0.119965432461554,1.14968436354701,1.10325756973919,1.19806486901962,1.38119005342645,1.29234853201337,1.47613891796832,2.73190355056054,5.34883720930233,9.5,64.2416192661192
